1390,91.59,0
1420,96.07,0
1420,94.48,1
1430,94.69,0
1440,91.15,0
1460,96.49,1
1480,91.04,0
1490,92.56,0
1500,94.63,0
1500,94.91,1
1520,94.97,0
1520,95.41,1
1520,95.5,0.5
1520,95.67,0
1530,90.85,0
1530,92.13,0
1530,92.79,0.5
1530,95.04,0
1530,96.23,0.5
1530,96.69,0
1540,94.04,0
1550,92.53,0
1550,98.1,1
1560,92,0
1560,92.1,0
1570,93.72,0
1570,95.35,0.5
1570,95.39,0
1570,95.73,0
1570,97.56,0.5
1570,97.74,1
1580,94.84,1
1580,93.83,0
1590,93.9,0
1590,94.28,0
1590,96.54,0.5
1590,97.04,0
